ID_Pagamento,ID_Cliente,ID_Plano,Data_Pagamento,Status_Pagamento,ID_Unidade
3414,301,5,2025-05-25,Pago,2
3415,235,6,2024-09-03,Pago,5
3416,1763,4,2025-04-10,Pago,1
3417,1134,6,2025-03-10,Pago,3
3418,1998,3,2024-10-29,Pago,3
3419,1107,6,2025-02-23,Pago,2
3420,717,1,2025-05-13,Pago,4
3421,232,5,2025-05-07,Pago,2
3422,668,5,2025-06-26,Pago,4
3423,147,6,2025-07-29,Pago,3
3424,294,1,2024-08-14,Pago,3
3425,687,4,2025-07-20,Atrasado,3
3426,964,3,2025-07-23,Pago,2
3427,755,1,2024-10-06,Pago,2
3428,1868,5,2025-01-09,Pago,5
3429,434,3,2025-07-08,Pago,5
3430,1605,5,2025-06-21,Pago,2
3431,776,5,2024-10-07,Pago,2
3432,781,6,2025-07-28,Pago,1
3433,1964,2,2025-07-23,Pago,5
3434,1291,5,2024-08-14,Pago,5
3435,1502,1,2025-06-20,Pago,5
3436,1635,1,2025-01-01,Pago,5
3437,1066,4,2025-06-02,Pago,2
3438,1713,5,2025-02-08,Pago,2
3439,674,2,2024-10-11,Pago,3
3440,473,4,2025-07-29,Pago,1
3441,1420,2,2025-05-17,Pago,4
3442,742,1,2025-07-04,Pago,5
3443,157,3,2025-07-25,Pago,5
3444,472,4,2024-11-20,Pago,2
3445,1167,2,2025-07-06,Atrasado,2
3446,1591,4,2024-08-14,Pago,2
3447,1241,3,2024-08-03,Pago,3
3448,643,1,2024-11-23,Pago,4
3449,1035,2,2025-03-08,Pago,2
3450,1843,2,2025-03-22,Atrasado,1
3451,342,1,2024-09-10,Pago,5
3452,1457,4,2025-07-26,Pago,2
3453,1781,1,2024-12-08,Pago,1
3454,1414,2,2024-11-18,Estornado,2
3455,1055,5,2025-01-23,Atrasado,4
3456,726,2,2025-04-06,Pago,5
3457,495,6,2025-02-26,Pago,3
3458,1838,3,2025-02-19,Pago,5
3459,221,6,2025-02-07,Pago,3
3460,1946,4,2025-07-11,Atrasado,4
3461,1517,4,2025-07-30,Pago,4
3462,1434,2,2024-09-21,Pago,5
3463,1877,5,2025-06-26,Pago,1
3464,1216,5,2025-02-11,Pago,4
3465,777,3,2025-01-28,Pago,5
3466,1480,5,2024-11-13,Pago,1
3467,476,3,2024-10-13,Pago,1
3468,1156,5,2025-06-10,Atrasado,5
3469,1041,4,2024-09-12,Pago,4
3470,653,2,2024-12-06,Estornado,1
3471,1668,6,2024-10-02,Atrasado,2
3472,882,5,2025-05-10,Pago,5
3473,644,1,2025-01-25,Pago,2
3474,243,3,2025-04-08,Pago,4
3475,459,2,2024-11-07,Pago,3
3476,1242,1,2025-05-06,Atrasado,3
3477,289,1,2024-10-11,Pago,5
3478,1546,2,2024-08-05,Pago,1
3479,1966,5,2025-05-13,Pago,2
3480,14,4,2024-12-08,Pago,1
3481,757,2,2025-06-03,Pago,5
3482,874,6,2024-11-22,Pago,2
3483,1702,4,2025-03-08,Pago,1
3484,1467,6,2025-04-18,Atrasado,1
3485,911,4,2025-05-21,Pago,1
3486,1771,2,2024-10-14,Estornado,1
3487,1984,3,2024-10-07,Pago,2
3488,1490,1,2025-03-25,Pago,5
3489,687,3,2025-06-28,Pago,5
3490,1377,1,2025-04-05,Pago,3
3491,1828,1,2025-07-14,Pago,5
3492,651,2,2025-01-04,Pago,1
3493,1944,6,2025-06-17,Pago,2
3494,281,5,2025-01-13,Pago,2
3495,1380,2,2025-02-16,Pago,2
3496,993,2,2024-12-05,Pago,3
3497,270,2,2024-09-02,Pago,1
3498,1948,5,2025-01-02,Atrasado,2
3499,7,4,2025-04-16,Pago,5
3500,1252,2,2024-09-06,Pago,1
3501,857,6,2024-10-10,Pago,4
3502,1293,5,2024-09-23,Pago,3
3503,992,5,2025-02-01,Pago,2
3504,1798,3,2024-12-03,Pago,3
3505,1369,4,2025-07-29,Pago,4
3506,1225,3,2024-11-04,Pago,3
3507,198,2,2024-08-02,Pago,3
3508,860,4,2024-11-09,Pago,4
3509,238,2,2024-12-26,Pago,3
3510,1353,1,2024-10-30,Pago,4
3511,1444,2,2025-01-20,Pago,4
3512,1721,4,2025-05-19,Pago,2
3513,60,3,2024-11-11,Pago,2
3514,1823,4,2024-12-06,Pago,3
3515,536,6,2024-11-25,Pago,4
3516,1657,4,2025-03-14,Pago,3
3517,1869,1,2025-05-07,Pago,2
3518,696,6,2025-03-10,Pago,3
3519,917,4,2024-08-04,Pago,2
3520,1098,2,2024-11-09,Pago,1
3521,1942,5,2025-04-10,Pago,2
3522,1239,5,2024-12-17,Pago,1
3523,1644,4,2025-04-26,Pago,3
3524,1869,3,2024-10-30,Pago,5
3525,130,6,2024-08-24,Pago,2
3526,742,5,2025-04-16,Pago,2
3527,1717,5,2024-09-14,Pago,2
3528,595,2,2025-01-27,Atrasado,3
3529,847,2,2024-11-27,Pago,2
3530,1926,1,2024-10-01,Pago,1
3531,1547,5,2025-01-04,Pago,4
3532,1621,4,2025-04-23,Pago,3
3533,618,1,2025-02-11,Pago,2
3534,70,3,2025-07-24,Pago,4
3535,1343,4,2025-07-13,Pago,3
3536,1766,1,2025-07-10,Pago,5
3537,1479,6,2025-04-30,Pago,4
3538,42,1,2025-05-25,Pago,5
3539,1239,2,2024-11-28,Pago,5
3540,1624,4,2025-04-25,Pago,5
3541,1760,3,2024-09-14,Pago,4
3542,1050,6,2025-04-05,Pago,3
3543,940,2,2025-07-21,Pago,5
3544,966,4,2025-07-31,Pago,1
3545,456,4,2024-11-22,Pago,4
3546,583,6,2024-12-20,Pago,2
3547,784,1,2025-03-26,Estornado,4
3548,1949,3,2024-10-24,Pago,1
3549,927,2,2024-10-24,Pago,1
3550,814,2,2024-09-20,Pago,4
3551,1154,1,2025-02-01,Pago,3
3552,295,6,2024-09-28,Estornado,1
3553,1149,2,2025-01-23,Pago,4
3554,1216,2,2025-05-17,Pago,4
3555,1263,4,2025-03-23,Pago,5
3556,1558,2,2024-12-23,Pago,4
3557,517,4,2025-01-08,Pago,3
3558,1709,2,2025-04-29,Pago,5
3559,1227,4,2025-03-01,Atrasado,3
3560,1414,2,2025-07-20,Pago,4
3561,1118,4,2025-01-29,Pago,2
3562,660,4,2025-05-21,Pago,5
3563,1137,6,2025-02-24,Estornado,1
3564,1887,1,2025-06-07,Pago,1
3565,770,2,2025-04-14,Pago,2
3566,1065,6,2025-06-16,Pago,2
3567,897,1,2024-10-23,Pago,4
3568,1015,2,2025-05-22,Pago,5
3569,998,2,2024-11-04,Pago,5
3570,857,4,2025-04-21,Pago,1
3571,892,3,2025-05-20,Pago,3
3572,1071,3,2025-03-19,Pago,3
3573,1155,6,2025-07-05,Pago,3
3574,1072,6,2025-06-01,Pago,5
3575,1950,6,2024-08-31,Pago,5
3576,515,4,2025-02-20,Pago,3
3577,1899,6,2025-01-20,Pago,2
3578,337,5,2025-02-21,Pago,4
3579,21,3,2025-04-30,Pago,2
3580,964,1,2024-12-18,Estornado,1
3581,639,6,2024-08-30,Pago,1
3582,1102,4,2025-07-22,Pago,1
3583,1280,4,2025-03-07,Pago,1
3584,718,6,2024-09-12,Pago,2
3585,707,6,2024-08-23,Pago,2
3586,563,3,2025-06-17,Pago,4
3587,1197,6,2025-02-28,Pago,5
3588,1571,4,2025-07-16,Atrasado,5
3589,1109,6,2025-02-12,Pago,1
3590,1214,2,2024-10-17,Pago,2
3591,574,2,2025-03-10,Pago,1
3592,260,5,2025-02-24,Pago,4
3593,677,5,2024-09-27,Pago,5
3594,1239,3,2024-10-02,Estornado,5
3595,1370,4,2024-12-05,Pago,1
3596,1605,2,2025-06-27,Estornado,1
3597,1904,5,2025-02-18,Pago,2
3598,974,1,2025-01-18,Pago,1
3599,281,5,2024-09-14,Pago,4
3600,1362,4,2025-04-21,Pago,5
3601,1557,1,2024-10-18,Pago,4
3602,773,4,2025-05-05,Pago,3
3603,639,5,2025-03-14,Pago,1
3604,1809,5,2025-02-05,Pago,2
3605,1937,6,2024-09-04,Pago,2
3606,1721,4,2025-07-15,Pago,4
3607,1424,3,2025-02-14,Pago,5
3608,1843,4,2025-01-20,Pago,2
3609,52,3,2025-06-10,Atrasado,3
3610,1492,4,2024-08-21,Pago,5
3611,1795,2,2025-01-23,Pago,2
3612,1912,6,2024-09-20,Estornado,2
3613,906,3,2025-02-15,Pago,1
3614,1201,3,2025-01-08,Pago,3
3615,1876,3,2025-01-24,Pago,1
3616,1243,3,2025-03-07,Pago,3
3617,1315,4,2024-08-22,Pago,3
3618,562,6,2025-03-05,Pago,5
3619,1687,1,2025-01-26,Atrasado,4
3620,1245,6,2025-04-18,Pago,2
3621,970,6,2025-06-09,Atrasado,5
3622,1654,1,2024-11-27,Pago,1
3623,1256,6,2025-05-07,Pago,2
3624,1784,2,2024-08-08,Pago,1
3625,115,4,2024-12-31,Pago,1
3626,644,1,2024-11-06,Atrasado,3
3627,1747,2,2025-06-13,Pago,1
3628,682,6,2024-08-01,Pago,3
3629,1839,6,2025-05-16,Pago,5
3630,1479,3,2024-10-23,Pago,4
3631,853,6,2025-03-12,Pago,1
3632,396,5,2024-08-28,Pago,3
3633,172,2,2024-08-17,Pago,3
3634,1247,2,2025-01-11,Pago,4
3635,355,6,2024-12-11,Pago,1
3636,638,3,2025-04-29,Pago,1
3637,700,4,2024-08-24,Pago,1
3638,1160,4,2025-02-26,Pago,1
3639,374,6,2024-08-23,Pago,3
3640,1211,6,2025-07-28,Estornado,2
3641,1616,1,2025-07-13,Pago,3
3642,943,1,2024-08-26,Atrasado,2
3643,631,6,2025-07-28,Pago,2
3644,1531,6,2025-01-30,Pago,1
3645,777,6,2024-08-12,Pago,3
3646,288,5,2024-11-19,Pago,2
3647,1711,2,2025-01-05,Pago,2
3648,363,3,2024-10-08,Pago,4
3649,542,1,2025-05-25,Pago,5
3650,745,3,2024-09-21,Pago,5
3651,921,6,2025-05-24,Pago,2
3652,76,5,2025-04-06,Pago,5
3653,1165,2,2025-05-10,Estornado,4
3654,711,6,2025-04-07,Pago,3
3655,425,3,2025-01-10,Pago,5
3656,1130,6,2024-12-23,Pago,1
3657,1052,2,2025-07-12,Pago,4
3658,535,1,2024-12-26,Atrasado,5
3659,1349,6,2025-01-21,Pago,2
3660,957,5,2025-07-03,Pago,5
3661,774,6,2025-07-22,Pago,1
3662,661,6,2025-07-18,Pago,3
3663,1781,1,2024-12-24,Pago,4
3664,686,3,2024-12-23,Pago,1
3665,384,3,2024-08-31,Pago,4
3666,1120,2,2025-04-22,Pago,4
3667,1658,5,2025-04-14,Pago,5
3668,1423,4,2025-07-05,Pago,4
3669,1709,2,2025-02-25,Pago,3
3670,1231,3,2024-09-20,Pago,4
3671,615,1,2025-04-10,Estornado,2
3672,1563,5,2025-06-30,Pago,4
3673,1586,3,2024-12-13,Estornado,4
3674,1215,1,2024-09-15,Pago,2
3675,1889,3,2024-10-08,Atrasado,5
3676,407,5,2025-02-24,Pago,2
3677,1359,3,2024-12-30,Pago,1
3678,1988,1,2025-02-21,Pago,2
3679,1642,3,2024-09-18,Pago,2
3680,944,1,2025-05-09,Pago,2
3681,1809,2,2024-10-25,Pago,1
3682,379,2,2025-06-20,Atrasado,4
3683,185,6,2024-08-01,Pago,5
3684,1732,3,2025-05-20,Pago,2
3685,706,1,2024-08-08,Pago,4
3686,1432,2,2024-11-23,Atrasado,4
3687,1703,4,2025-01-26,Pago,1
3688,794,2,2025-04-18,Pago,2
3689,819,3,2025-05-06,Atrasado,4
3690,1223,4,2025-02-27,Pago,3
3691,1001,6,2025-01-11,Pago,5
3692,56,2,2025-02-22,Atrasado,2
3693,1573,2,2024-12-25,Pago,3
3694,1027,1,2025-06-15,Pago,4
3695,1874,1,2024-10-28,Pago,2
3696,1024,2,2024-11-04,Pago,3
3697,892,1,2025-01-25,Pago,2
3698,872,2,2024-12-12,Pago,4
3699,1383,4,2024-09-29,Pago,4
3700,368,2,2024-11-15,Pago,5
3701,1709,1,2024-10-12,Pago,1
3702,710,6,2025-07-30,Pago,4
3703,1646,1,2025-07-05,Pago,2
3704,1177,5,2025-05-08,Pago,4
3705,24,4,2025-05-24,Pago,4
3706,866,1,2024-09-12,Pago,3
3707,1520,6,2024-08-12,Pago,4
3708,1029,3,2025-06-10,Pago,3
3709,1729,5,2025-04-13,Estornado,1
3710,1609,2,2025-01-09,Estornado,5
3711,1556,4,2025-03-26,Atrasado,1
3712,308,1,2025-05-24,Pago,5
3713,529,2,2025-07-29,Pago,5
3714,1491,4,2025-07-09,Pago,4
3715,577,1,2025-07-11,Pago,4
3716,943,3,2024-08-06,Pago,5
3717,1406,3,2024-11-01,Pago,3
3718,1383,3,2024-10-19,Pago,1
3719,1112,3,2024-08-26,Pago,3
3720,855,1,2024-09-08,Pago,3
3721,1303,1,2025-03-18,Pago,3
3722,1499,1,2024-08-13,Pago,4
3723,510,2,2025-01-20,Pago,1
3724,259,6,2025-03-20,Pago,4
3725,883,3,2025-04-17,Pago,4
3726,1412,5,2025-04-30,Pago,5
3727,1166,4,2025-07-04,Pago,3
3728,764,1,2024-08-18,Pago,1
3729,783,5,2024-11-03,Estornado,1
3730,692,6,2025-05-14,Pago,4
3731,821,1,2024-08-17,Pago,3
3732,1478,6,2025-01-03,Pago,1
3733,1714,4,2025-01-17,Estornado,2
3734,1170,3,2024-10-30,Estornado,5
3735,1053,5,2025-02-25,Atrasado,2
3736,1422,1,2024-10-23,Pago,4
3737,441,4,2025-05-19,Pago,2
3738,567,5,2025-07-01,Pago,5
3739,817,2,2025-05-28,Pago,3
3740,11,4,2024-08-21,Pago,4
3741,1346,2,2024-09-23,Pago,4
3742,1227,6,2025-02-11,Pago,2
3743,461,1,2024-11-20,Pago,2
3744,131,5,2024-10-29,Pago,5
3745,1694,4,2025-06-12,Pago,5
3746,674,5,2025-07-21,Pago,5
3747,26,3,2025-05-11,Pago,3
3748,1685,4,2025-03-11,Pago,4
3749,432,5,2024-12-01,Pago,4
3750,524,4,2025-03-12,Pago,5
3751,1982,1,2025-03-20,Pago,5
3752,708,1,2025-05-27,Pago,5
3753,757,3,2025-04-18,Pago,3
3754,925,6,2025-06-13,Pago,2
3755,1280,5,2024-12-02,Pago,3
3756,1157,4,2024-10-31,Pago,1
3757,1539,3,2024-11-25,Pago,4
3758,481,4,2025-07-06,Atrasado,2
3759,776,5,2024-09-24,Atrasado,1
3760,199,4,2025-04-13,Pago,1
3761,1169,3,2025-02-18,Pago,2
3762,1571,6,2024-10-24,Estornado,5
3763,837,3,2025-01-07,Pago,4
3764,1845,5,2024-11-24,Pago,3
3765,1291,1,2024-11-14,Pago,3
3766,1029,5,2024-08-23,Pago,2
3767,1760,4,2025-03-04,Pago,4
3768,587,4,2025-03-17,Pago,2
3769,820,3,2025-07-07,Pago,3
3770,1563,4,2025-05-12,Pago,1
3771,786,5,2025-07-20,Pago,4
3772,841,2,2024-10-07,Pago,5
3773,460,2,2025-03-31,Pago,5
3774,165,5,2025-04-20,Pago,4
3775,1937,1,2025-01-12,Pago,2
3776,341,5,2025-03-03,Pago,1
3777,1950,3,2025-02-08,Pago,5
3778,1810,6,2024-08-18,Pago,5
3779,1769,2,2024-12-11,Atrasado,2
3780,938,3,2025-07-31,Pago,2
3781,359,4,2025-04-06,Atrasado,2
3782,661,2,2025-04-17,Pago,1
3783,424,5,2024-12-26,Pago,2
3784,1401,5,2025-06-01,Pago,2
3785,1632,2,2025-02-19,Estornado,5
3786,1314,1,2024-12-01,Pago,3
3787,1787,2,2025-04-27,Pago,1
3788,15,6,2025-01-08,Pago,4
3789,1776,5,2025-01-05,Estornado,4
3790,145,4,2024-09-26,Estornado,5
3791,248,6,2024-11-24,Pago,5
3792,1464,1,2024-12-24,Pago,1
3793,600,4,2024-10-10,Pago,1
3794,745,4,2025-05-19,Pago,5
3795,1289,6,2025-02-24,Pago,1
3796,213,2,2025-01-30,Pago,5
3797,1544,1,2024-11-01,Pago,3
3798,846,6,2025-06-25,Pago,2
3799,1630,4,2024-10-26,Pago,1
3800,676,6,2024-11-24,Pago,4
3801,1842,6,2025-06-29,Pago,2
3802,1551,3,2025-05-01,Pago,4
3803,678,4,2024-09-25,Pago,5
3804,564,5,2025-06-08,Pago,2
3805,304,5,2025-01-26,Pago,2
3806,1803,3,2025-07-21,Pago,3
3807,629,6,2024-08-22,Pago,3
3808,974,6,2025-03-06,Pago,3
3809,317,6,2025-01-07,Pago,2
3810,301,5,2025-01-08,Pago,4
3811,527,6,2025-03-04,Pago,2
3812,1195,3,2025-02-21,Pago,1
3813,532,3,2024-09-21,Pago,5
3814,832,4,2024-12-28,Pago,2
3815,1992,3,2024-11-02,Pago,5
3816,1747,5,2024-11-07,Pago,3
3817,775,4,2024-10-17,Pago,5
3818,988,2,2024-12-06,Pago,4
3819,30,6,2025-04-08,Atrasado,3
3820,461,3,2024-08-30,Pago,2
3821,570,5,2025-07-24,Pago,1
3822,1332,2,2025-01-21,Pago,4
3823,1167,6,2025-06-24,Atrasado,5
3824,1840,2,2024-12-22,Pago,3
3825,1361,1,2024-09-04,Pago,1
3826,1950,3,2025-02-24,Pago,3
3827,1134,5,2025-05-08,Pago,5
3828,1788,1,2025-06-18,Estornado,1
3829,915,5,2024-10-12,Pago,2
3830,525,6,2024-08-20,Pago,2
3831,468,6,2024-11-12,Pago,2
3832,83,5,2024-12-24,Pago,3
3833,188,6,2025-04-18,Pago,1
3834,1856,2,2025-03-22,Pago,1
3835,426,2,2025-03-22,Pago,5
3836,978,4,2024-08-15,Pago,1
3837,654,6,2025-07-05,Pago,4
3838,239,4,2024-08-28,Pago,2
3839,205,5,2024-10-12,Pago,5
3840,998,3,2025-06-08,Pago,5
3841,881,1,2025-05-22,Pago,4
3842,1593,6,2025-03-16,Pago,5
3843,1548,4,2025-05-08,Estornado,3
3844,1546,4,2025-04-17,Pago,4
3845,1293,2,2025-03-05,Pago,4
3846,1054,3,2024-10-23,Estornado,3
3847,542,5,2025-02-02,Pago,3
3848,1389,5,2024-10-20,Pago,4
3849,229,2,2025-07-03,Pago,3
3850,1830,5,2025-07-18,Pago,2
3851,367,1,2024-12-07,Pago,3
3852,194,4,2024-11-25,Pago,5
3853,1685,2,2025-07-19,Pago,1
3854,1563,2,2024-08-05,Pago,5
3855,626,3,2024-10-21,Pago,4
3856,211,6,2025-07-29,Pago,5
3857,431,5,2024-10-12,Pago,3
3858,321,2,2025-05-14,Pago,2
3859,1746,2,2024-09-14,Pago,2
3860,667,5,2025-05-17,Estornado,5
3861,1616,4,2025-05-19,Pago,3
3862,469,3,2025-02-01,Pago,3
3863,760,2,2025-07-21,Pago,3
3864,1699,6,2024-11-02,Pago,3
3865,872,5,2025-04-27,Pago,4
3866,12,4,2025-03-22,Pago,4
3867,725,6,2025-04-30,Pago,4
3868,1571,3,2024-10-18,Pago,2
3869,428,6,2025-01-01,Pago,3
3870,1706,3,2025-07-21,Pago,4
3871,1620,4,2024-10-31,Pago,5
3872,1514,2,2025-03-02,Pago,5
3873,1031,4,2024-12-02,Atrasado,1
3874,153,2,2025-05-28,Pago,4
3875,1929,6,2024-11-17,Pago,1
3876,1600,6,2024-12-25,Pago,4
3877,512,3,2025-01-28,Estornado,5
3878,769,1,2025-02-23,Pago,3
3879,566,5,2025-04-08,Pago,3
3880,228,4,2024-12-17,Pago,1
3881,665,6,2024-11-27,Pago,2
3882,1790,2,2024-11-09,Pago,5
3883,410,5,2024-12-17,Pago,2
3884,672,5,2025-02-15,Pago,3
3885,1141,5,2025-07-08,Pago,1
3886,288,1,2025-02-09,Atrasado,3
3887,1961,3,2025-01-27,Atrasado,4
3888,1531,2,2024-09-07,Pago,4
3889,467,4,2025-06-07,Pago,2
3890,1388,6,2025-05-07,Pago,5
3891,1532,1,2025-01-29,Pago,4
3892,876,4,2025-05-22,Pago,1
3893,1704,5,2025-06-22,Pago,5
3894,765,1,2024-12-02,Pago,1
3895,1966,5,2025-07-21,Atrasado,3
3896,1619,5,2024-10-17,Pago,5
3897,684,6,2024-12-21,Pago,1
3898,1158,1,2024-11-29,Estornado,1
3899,1090,2,2025-01-07,Pago,1
3900,1176,4,2024-08-17,Pago,2
3901,1540,1,2025-03-06,Pago,4
3902,1675,3,2025-07-01,Pago,2
3903,1333,3,2024-10-24,Pago,5
3904,696,4,2025-05-14,Pago,4
3905,1822,1,2024-09-25,Pago,3
3906,14,5,2024-08-06,Pago,1
3907,18,2,2024-11-09,Pago,2
3908,531,2,2025-03-02,Pago,3
3909,1091,4,2025-07-29,Pago,2
3910,1577,5,2025-03-14,Atrasado,5
3911,313,2,2025-03-12,Pago,2
3912,632,2,2025-05-06,Pago,5
3913,1233,1,2025-01-09,Pago,5
3914,714,1,2024-11-22,Pago,3
3915,1902,2,2024-09-28,Pago,2
3916,621,2,2024-10-15,Pago,3
3917,478,2,2024-12-06,Pago,1
3918,282,4,2024-10-28,Pago,4
3919,53,4,2024-12-25,Atrasado,2
3920,780,1,2025-03-09,Pago,4
3921,407,2,2025-06-19,Pago,5
3922,1669,1,2024-11-03,Pago,2
3923,1038,5,2025-02-09,Pago,1
3924,334,2,2025-03-01,Pago,4
3925,1517,5,2025-04-11,Pago,3
3926,851,2,2025-04-22,Pago,1
3927,1638,5,2024-12-09,Pago,3
3928,1042,1,2024-11-07,Atrasado,1
3929,15,4,2025-05-23,Pago,4
3930,1970,1,2025-06-15,Pago,3
3931,1714,1,2025-02-05,Pago,3
3932,470,6,2025-05-08,Pago,4
3933,1794,4,2025-04-06,Pago,3
3934,1495,6,2025-05-14,Atrasado,1
3935,289,2,2025-02-06,Pago,1
3936,263,5,2025-01-25,Pago,4
3937,1562,1,2024-10-04,Pago,2
3938,1775,6,2025-05-11,Pago,3
3939,1265,4,2025-06-04,Pago,4
3940,354,2,2024-12-14,Atrasado,2
3941,1520,6,2024-10-04,Pago,1
3942,1611,2,2024-09-23,Pago,2
3943,627,4,2025-05-06,Pago,3
3944,1274,3,2025-02-28,Pago,1
3945,680,1,2025-02-05,Atrasado,1
3946,1506,2,2024-10-10,Atrasado,1
3947,1105,4,2025-07-22,Pago,5
3948,348,2,2025-07-11,Pago,3
3949,1838,2,2025-02-26,Pago,1
3950,231,4,2025-04-06,Pago,4
3951,1754,5,2024-08-22,Pago,5
3952,1658,6,2025-02-19,Pago,4
3953,962,3,2024-08-13,Pago,5
3954,749,5,2025-06-21,Pago,1
3955,979,4,2025-06-24,Pago,5
3956,402,2,2024-08-28,Pago,2
3957,1650,2,2025-06-13,Pago,1
3958,1523,1,2025-04-16,Pago,3
3959,1817,5,2024-08-18,Pago,2
3960,514,2,2025-05-23,Pago,3
3961,674,6,2024-08-02,Estornado,5
3962,1065,5,2025-01-07,Pago,3
3963,1557,2,2024-09-22,Pago,3
3964,1355,2,2025-06-23,Pago,1
3965,1532,4,2025-04-01,Pago,2
3966,374,1,2024-10-28,Pago,1
3967,1711,2,2024-08-26,Pago,3
3968,24,5,2025-05-01,Pago,3
3969,385,6,2024-09-27,Atrasado,5
3970,831,4,2024-08-03,Estornado,4
3971,1273,3,2024-10-23,Pago,1
3972,1526,3,2025-02-12,Pago,5
3973,1893,3,2025-01-24,Pago,2
3974,523,3,2024-12-22,Pago,4
3975,1582,5,2024-08-23,Pago,1
3976,1369,3,2025-03-27,Pago,3
3977,130,3,2025-04-04,Pago,1
3978,1976,5,2025-04-15,Pago,2
3979,1997,4,2025-07-28,Pago,1
3980,1128,6,2025-03-27,Pago,3
3981,629,4,2025-07-20,Pago,1
3982,1979,5,2025-02-03,Pago,5
3983,400,2,2025-04-13,Pago,2
3984,1590,1,2025-02-05,Pago,3
3985,1077,5,2024-08-06,Pago,5
3986,1762,5,2024-08-02,Pago,5
3987,743,5,2025-02-22,Pago,5
3988,342,3,2025-03-02,Pago,2
3989,1301,6,2025-01-06,Atrasado,2
3990,1727,6,2024-08-04,Pago,5
3991,869,2,2024-08-06,Pago,4
3992,608,4,2025-02-21,Atrasado,4
3993,1831,4,2025-05-07,Pago,2
3994,1478,3,2024-11-14,Pago,3
3995,1451,5,2025-02-24,Pago,2
3996,1891,6,2024-11-19,Pago,1
3997,122,4,2024-08-06,Pago,4
3998,1685,2,2025-02-11,Pago,2
3999,802,2,2025-06-11,Pago,4
4000,1212,2,2025-04-28,Pago,3
4001,145,2,2025-04-18,Estornado,3
4002,288,4,2025-01-14,Pago,5
4003,1935,6,2025-06-09,Pago,4
4004,292,6,2025-07-30,Pago,3
4005,23,6,2025-07-19,Pago,3
4006,1074,1,2024-10-08,Pago,5
4007,965,2,2024-09-10,Pago,3
4008,1684,1,2025-07-22,Pago,5
4009,931,2,2024-09-06,Pago,3
4010,1793,3,2025-02-19,Atrasado,1
4011,782,3,2024-09-26,Pago,4
4012,873,5,2024-11-01,Pago,4
4013,1554,3,2024-10-13,Pago,1
4014,182,6,2025-03-28,Pago,5
4015,1772,3,2025-02-20,Pago,4
4016,1714,6,2024-11-06,Estornado,4
4017,117,6,2025-06-12,Pago,3
4018,1726,6,2024-12-15,Pago,3
4019,1312,5,2024-11-11,Pago,3
4020,731,1,2025-06-04,Pago,4
4021,498,5,2025-01-01,Pago,5
4022,889,6,2024-08-30,Pago,4
4023,1149,5,2024-12-22,Pago,4
4024,1243,5,2025-01-04,Atrasado,4
4025,87,5,2025-01-25,Pago,1
4026,1179,1,2025-03-07,Pago,2
4027,739,5,2024-11-02,Pago,5
4028,864,4,2025-04-27,Pago,1
4029,712,6,2024-10-26,Pago,4
4030,1175,5,2024-11-24,Pago,4
4031,1666,6,2025-04-22,Pago,4
4032,1371,1,2025-06-17,Pago,2
4033,50,6,2025-06-25,Atrasado,1
4034,599,4,2024-08-31,Pago,4
4035,1740,3,2025-04-10,Pago,3
4036,722,2,2025-06-29,Pago,1
4037,665,4,2025-04-09,Pago,3
4038,1575,2,2025-05-21,Pago,5
4039,1328,3,2024-08-12,Pago,3
4040,1600,2,2024-09-05,Pago,1
4041,684,3,2025-01-04,Pago,2
4042,649,3,2024-12-25,Pago,1
4043,1310,4,2024-12-24,Pago,4
4044,1310,2,2025-03-02,Pago,2
4045,543,6,2025-01-31,Pago,3
4046,1651,4,2024-08-21,Atrasado,2
4047,1965,2,2025-04-04,Pago,1
4048,389,5,2024-08-03,Pago,5
4049,1435,6,2025-04-29,Pago,5
4050,1103,2,2024-10-05,Pago,1
4051,407,1,2024-09-01,Pago,5
4052,1874,6,2025-02-10,Pago,3
4053,299,6,2025-06-24,Pago,3
4054,813,2,2025-01-15,Atrasado,1
4055,1731,6,2025-04-07,Pago,3
4056,1257,5,2025-05-31,Estornado,3
4057,461,4,2024-12-06,Pago,2
4058,1123,2,2025-03-07,Pago,3
4059,54,4,2025-06-29,Pago,2
4060,503,2,2024-09-06,Pago,2
4061,298,1,2025-07-13,Pago,1
4062,1757,5,2025-02-21,Pago,4
4063,849,5,2025-07-22,Pago,5
4064,394,4,2024-08-16,Pago,5
4065,1190,4,2024-10-28,Pago,4
4066,1530,3,2024-10-21,Pago,3
4067,1646,3,2025-07-16,Pago,3
4068,1844,2,2025-07-03,Pago,3
4069,158,6,2025-04-25,Pago,2
4070,1630,5,2025-07-10,Pago,1
4071,1879,5,2025-03-08,Pago,5
4072,643,1,2025-01-31,Pago,5
4073,467,6,2024-11-13,Pago,5
4074,1682,2,2024-08-18,Pago,5
4075,1714,1,2025-07-24,Pago,4
4076,1019,5,2024-08-28,Pago,2
4077,46,5,2025-04-22,Pago,1
4078,1835,3,2025-07-25,Pago,2
4079,131,6,2024-11-16,Pago,3
4080,1167,3,2025-07-15,Atrasado,1
4081,1462,5,2025-02-26,Pago,2
4082,812,2,2025-03-06,Pago,3
4083,1103,6,2025-04-12,Pago,3
4084,477,5,2024-08-12,Pago,5
4085,1938,4,2024-10-08,Pago,5
4086,1396,5,2025-07-26,Pago,1
